Trial,Concentration,soil_well,plate_unique,plate_id,plate_well,rfu
,,,plate_5,RFP_3_plate_1,B8,311.368
,,,plate_5,RFP_3_plate_1,B9,3.75
,,,plate_5,RFP_3_plate_1,B10,3.863
,,,plate_5,RFP_3_plate_1,B11,3.427
,,,plate_5,RFP_3_plate_1,B12,3.833
,,,plate_5,RFP_3_plate_1,C1,18.182
,,,plate_5,RFP_3_plate_1,C2,314.444
,,,plate_5,RFP_3_plate_1,C3,274.991
,,,plate_5,RFP_3_plate_1,C4,289.996
,,,plate_5,RFP_3_plate_1,C5,356.059
,,,plate_5,RFP_3_plate_1,C6,393.54
,,,plate_5,RFP_3_plate_1,C7,371.546
,,,plate_5,RFP_3_plate_1,C8,3.648
,,,plate_5,RFP_3_plate_1,C9,3.834
,,,plate_5,RFP_3_plate_1,C10,3.658
,,,plate_5,RFP_3_plate_1,C11,3.929
,,,plate_5,RFP_3_plate_1,C12,3.652
,,,plate_5,RFP_3_plate_1,D1,16.294
,,,plate_5,RFP_3_plate_1,D2,410.912
,,,plate_5,RFP_3_plate_1,D3,310.619
,,,plate_5,RFP_3_plate_1,D4,296.142
,,,plate_5,RFP_3_plate_1,D5,365.485
,,,plate_5,RFP_3_plate_1,D6,382.371
,,,plate_5,RFP_3_plate_1,D7,351.574
,,,plate_5,RFP_3_plate_1,D8,289.315
,,,plate_5,RFP_3_plate_1,D9,3.647
,,,plate_5,RFP_3_plate_1,D10,4.238
,,,plate_5,RFP_3_plate_1,D11,3.428
,,,plate_5,RFP_3_plate_1,D12,3.518
,,,plate_5,RFP_3_plate_1,E1,18.158
,,,plate_5,RFP_3_plate_1,E2,308.486
,,,plate_5,RFP_3_plate_1,E3,292.907
,,,plate_5,RFP_3_plate_1,E4,301.337
,,,plate_5,RFP_3_plate_1,E5,356.15
,,,plate_5,RFP_3_plate_1,E6,387.428
,,,plate_5,RFP_3_plate_1,E7,369.98
,,,plate_5,RFP_3_plate_1,E8,3.424
,,,plate_5,RFP_3_plate_1,E9,3.95
,,,plate_5,RFP_3_plate_1,E10,3.69
,,,plate_5,RFP_3_plate_1,E11,3.851
,,,plate_5,RFP_3_plate_1,E12,3.616
,,,plate_5,RFP_3_plate_1,F1,16.08
,,,plate_5,RFP_3_plate_1,F2,395.094
,,,plate_5,RFP_3_plate_1,F3,316.278
,,,plate_5,RFP_3_plate_1,F4,299.81
,,,plate_5,RFP_3_plate_1,F5,383.661
,,,plate_5,RFP_3_plate_1,F6,393.442
,,,plate_5,RFP_3_plate_1,F7,331.252
,,,plate_5,RFP_3_plate_1,F8,289.366
,,,plate_5,RFP_3_plate_1,F9,3.484
,,,plate_5,RFP_3_plate_1,F10,4.143
,,,plate_5,RFP_3_plate_1,F11,3.805
,,,plate_5,RFP_3_plate_1,F12,4.032
,,,plate_5,RFP_3_plate_1,G1,17.933
,,,plate_5,RFP_3_plate_1,G2,300.545
,,,plate_5,RFP_3_plate_1,G3,334.536
,,,plate_5,RFP_3_plate_1,G4,313.736
,,,plate_5,RFP_3_plate_1,G5,377.998
,,,plate_5,RFP_3_plate_1,G6,400.727
,,,plate_5,RFP_3_plate_1,G7,343.437
,,,plate_5,RFP_3_plate_1,G8,4.044
,,,plate_5,RFP_3_plate_1,G9,3.804
,,,plate_5,RFP_3_plate_1,G10,3.92
,,,plate_5,RFP_3_plate_1,G11,3.307
,,,plate_5,RFP_3_plate_1,G12,3.113
,,,plate_5,RFP_3_plate_1,H1,20.272
,,,plate_5,RFP_3_plate_1,H2,225.393
,,,plate_5,RFP_3_plate_1,H3,389.672
,,,plate_5,RFP_3_plate_1,H4,342.399
,,,plate_5,RFP_3_plate_1,H5,416.66
,,,plate_5,RFP_3_plate_1,H6,446.971
,,,plate_5,RFP_3_plate_1,H7,422.524
,,,plate_5,RFP_3_plate_1,H8,377.482
,,,plate_5,RFP_3_plate_1,H9,3.615
,,,plate_5,RFP_3_plate_1,H10,3.455
,,,plate_5,RFP_3_plate_1,H11,3.318
,,,plate_5,RFP_3_plate_1,H12,3.317
Bio_1,dil_10^-2,C1,plate_6,RFP_1_plate_1_shaking,A1,24.588
,,,plate_6,RFP_1_plate_1_shaking,A2,96.112
,,,plate_6,RFP_1_plate_1_shaking,A3,385.444
,,,plate_6,RFP_1_plate_1_shaking,A4,407.462
,,,plate_6,RFP_1_plate_1_shaking,A5,374.996
,,,plate_6,RFP_1_plate_1_shaking,A6,412.398
,,,plate_6,RFP_1_plate_1_shaking,A7,321.044
,,,plate_6,RFP_1_plate_1_shaking,A8,3.821
,,,plate_6,RFP_1_plate_1_shaking,A9,3.497
,,,plate_6,RFP_1_plate_1_shaking,A10,3.789
,,,plate_6,RFP_1_plate_1_shaking,A11,3.543
,,,plate_6,RFP_1_plate_1_shaking,A12,3.641
,,,plate_6,RFP_1_plate_1_shaking,B1,16.769
,,,plate_6,RFP_1_plate_1_shaking,B2,61.356
,,,plate_6,RFP_1_plate_1_shaking,B3,384.185
,,,plate_6,RFP_1_plate_1_shaking,B4,368.552
,,,plate_6,RFP_1_plate_1_shaking,B5,371.119
,,,plate_6,RFP_1_plate_1_shaking,B6,366.043
,,,plate_6,RFP_1_plate_1_shaking,B7,4.024
,,,plate_6,RFP_1_plate_1_shaking,B8,3.649
,,,plate_6,RFP_1_plate_1_shaking,B9,3.417
,,,plate_6,RFP_1_plate_1_shaking,B10,3.494
,,,plate_6,RFP_1_plate_1_shaking,B11,3.557
,,,plate_6,RFP_1_plate_1_shaking,B12,3.706
,,,plate_6,RFP_1_plate_1_shaking,C1,24.061
,,,plate_6,RFP_1_plate_1_shaking,C2,59.851
,,,plate_6,RFP_1_plate_1_shaking,C3,369.621
,,,plate_6,RFP_1_plate_1_shaking,C4,353.828
,,,plate_6,RFP_1_plate_1_shaking,C5,349.232
,,,plate_6,RFP_1_plate_1_shaking,C6,389.493
,,,plate_6,RFP_1_plate_1_shaking,C7,280.857
,,,plate_6,RFP_1_plate_1_shaking,C8,3.534
,,,plate_6,RFP_1_plate_1_shaking,C9,4.023
,,,plate_6,RFP_1_plate_1_shaking,C10,3.608
,,,plate_6,RFP_1_plate_1_shaking,C11,3.28
,,,plate_6,RFP_1_plate_1_shaking,C12,3.947
,,,plate_6,RFP_1_plate_1_shaking,D1,22.999
,,,plate_6,RFP_1_plate_1_shaking,D2,61.098
,,,plate_6,RFP_1_plate_1_shaking,D3,331.163
,,,plate_6,RFP_1_plate_1_shaking,D4,319.389
,,,plate_6,RFP_1_plate_1_shaking,D5,367.859
,,,plate_6,RFP_1_plate_1_shaking,D6,355.97
,,,plate_6,RFP_1_plate_1_shaking,D7,283.121
,,,plate_6,RFP_1_plate_1_shaking,D8,3.964
,,,plate_6,RFP_1_plate_1_shaking,D9,3.691
,,,plate_6,RFP_1_plate_1_shaking,D10,4.186
,,,plate_6,RFP_1_plate_1_shaking,D11,3.128
,,,plate_6,RFP_1_plate_1_shaking,D12,4.258
,,,plate_6,RFP_1_plate_1_shaking,E1,23.415
,,,plate_6,RFP_1_plate_1_shaking,E2,133.002
,,,plate_6,RFP_1_plate_1_shaking,E3,346.277
,,,plate_6,RFP_1_plate_1_shaking,E4,321.523
,,,plate_6,RFP_1_plate_1_shaking,E5,358.318
,,,plate_6,RFP_1_plate_1_shaking,E6,190.074
,,,plate_6,RFP_1_plate_1_shaking,E7,290.028
,,,plate_6,RFP_1_plate_1_shaking,E8,3.504
,,,plate_6,RFP_1_plate_1_shaking,E9,3.959
,,,plate_6,RFP_1_plate_1_shaking,E10,4.207
,,,plate_6,RFP_1_plate_1_shaking,E11,3.426
,,,plate_6,RFP_1_plate_1_shaking,E12,4.017
,,,plate_6,RFP_1_plate_1_shaking,F1,21.354
,,,plate_6,RFP_1_plate_1_shaking,F2,36.956
,,,plate_6,RFP_1_plate_1_shaking,F3,332.37
,,,plate_6,RFP_1_plate_1_shaking,F4,320.833
,,,plate_6,RFP_1_plate_1_shaking,F5,348.308
,,,plate_6,RFP_1_plate_1_shaking,F6,120.172
,,,plate_6,RFP_1_plate_1_shaking,F7,303.172
,,,plate_6,RFP_1_plate_1_shaking,F8,3.69
,,,plate_6,RFP_1_plate_1_shaking,F9,3.807
,,,plate_6,RFP_1_plate_1_shaking,F10,4.307
,,,plate_6,RFP_1_plate_1_shaking,F11,4.229
,,,plate_6,RFP_1_plate_1_shaking,F12,3.799
,,,plate_6,RFP_1_plate_1_shaking,G1,18.223
,,,plate_6,RFP_1_plate_1_shaking,G2,33.73
,,,plate_6,RFP_1_plate_1_shaking,G3,387.141
,,,plate_6,RFP_1_plate_1_shaking,G4,356.468
,,,plate_6,RFP_1_plate_1_shaking,G5,390.997
,,,plate_6,RFP_1_plate_1_shaking,G6,392.255
,,,plate_6,RFP_1_plate_1_shaking,G7,333.929
,,,plate_6,RFP_1_plate_1_shaking,G8,3.72
,,,plate_6,RFP_1_plate_1_shaking,G9,3.797
,,,plate_6,RFP_1_plate_1_shaking,G10,3.636
,,,plate_6,RFP_1_plate_1_shaking,G11,3.27
,,,plate_6,RFP_1_plate_1_shaking,G12,3.504
,,,plate_6,RFP_1_plate_1_shaking,H1,17.109
,,,plate_6,RFP_1_plate_1_shaking,H2,46.384
,,,plate_6,RFP_1_plate_1_shaking,H3,440.871
,,,plate_6,RFP_1_plate_1_shaking,H4,439.38
,,,plate_6,RFP_1_plate_1_shaking,H5,481.027
,,,plate_6,RFP_1_plate_1_shaking,H6,439.919
,,,plate_6,RFP_1_plate_1_shaking,H7,211.634
,,,plate_6,RFP_1_plate_1_shaking,H8,3.038
,,,plate_6,RFP_1_plate_1_shaking,H9,3.835
,,,plate_6,RFP_1_plate_1_shaking,H10,3.632
,,,plate_6,RFP_1_plate_1_shaking,H11,3.709
,,,plate_6,RFP_1_plate_1_shaking,H12,3.572
Bio_1,dil_10^-2,C2,plate_7,RFP_2_plate_1,A1,20.645
,,,plate_7,RFP_2_plate_1,A2,147.997
,,,plate_7,RFP_2_plate_1,A3,149.241
,,,plate_7,RFP_2_plate_1,A4,366.239
,,,plate_7,RFP_2_plate_1,A5,410.804
,,,plate_7,RFP_2_plate_1,A6,418.463
,,,plate_7,RFP_2_plate_1,A7,311.094
,,,plate_7,RFP_2_plate_1,A8,3.583
,,,plate_7,RFP_2_plate_1,A9,2.977
,,,plate_7,RFP_2_plate_1,A10,3.906
,,,plate_7,RFP_2_plate_1,A11,3.683
,,,plate_7,RFP_2_plate_1,A12,3.365
,,,plate_7,RFP_2_plate_1,B1,20.339
,,,plate_7,RFP_2_plate_1,B2,99.732
,,,plate_7,RFP_2_plate_1,B3,221.125
,,,plate_7,RFP_2_plate_1,B4,317.671
,,,plate_7,RFP_2_plate_1,B5,323.508
,,,plate_7,RFP_2_plate_1,B6,375.725
,,,plate_7,RFP_2_plate_1,B7,305.493
,,,plate_7,RFP_2_plate_1,B8,3.769
,,,plate_7,RFP_2_plate_1,B9,3.462
,,,plate_7,RFP_2_plate_1,B10,3.857
,,,plate_7,RFP_2_plate_1,B11,3.326
,,,plate_7,RFP_2_plate_1,B12,3.798
,,,plate_7,RFP_2_plate_1,C1,16.145
,,,plate_7,RFP_2_plate_1,C2,89.907
,,,plate_7,RFP_2_plate_1,C3,121.615
,,,plate_7,RFP_2_plate_1,C4,298.724
,,,plate_7,RFP_2_plate_1,C5,371.157
,,,plate_7,RFP_2_plate_1,C6,393.913
,,,plate_7,RFP_2_plate_1,C7,318.985
,,,plate_7,RFP_2_plate_1,C8,3.435
,,,plate_7,RFP_2_plate_1,C9,3.675
,,,plate_7,RFP_2_plate_1,C10,3.784
,,,plate_7,RFP_2_plate_1,C11,3.213
,,,plate_7,RFP_2_plate_1,C12,4.352
,,,plate_7,RFP_2_plate_1,D1,17.803
,,,plate_7,RFP_2_plate_1,D2,96.151
,,,plate_7,RFP_2_plate_1,D3,142.743
,,,plate_7,RFP_2_plate_1,D4,302.203
,,,plate_7,RFP_2_plate_1,D5,370.057
,,,plate_7,RFP_2_plate_1,D6,352.726
,,,plate_7,RFP_2_plate_1,D7,177.507
,,,plate_7,RFP_2_plate_1,D8,3.23
,,,plate_7,RFP_2_plate_1,D9,3.665
,,,plate_7,RFP_2_plate_1,D10,3.101
,,,plate_7,RFP_2_plate_1,D11,3.944
,,,plate_7,RFP_2_plate_1,D12,3.946
,,,plate_7,RFP_2_plate_1,E1,20.412
,,,plate_7,RFP_2_plate_1,E2,59.71
,,,plate_7,RFP_2_plate_1,E3,101.728
,,,plate_7,RFP_2_plate_1,E4,323.12
,,,plate_7,RFP_2_plate_1,E5,327.139
,,,plate_7,RFP_2_plate_1,E6,382.095
,,,plate_7,RFP_2_plate_1,E7,327.186
,,,plate_7,RFP_2_plate_1,E8,3.712
,,,plate_7,RFP_2_plate_1,E9,3.52
,,,plate_7,RFP_2_plate_1,E10,3.703
,,,plate_7,RFP_2_plate_1,E11,3.745
,,,plate_7,RFP_2_plate_1,E12,3.991
,,,plate_7,RFP_2_plate_1,F1,17.011
,,,plate_7,RFP_2_plate_1,F2,155.707
,,,plate_7,RFP_2_plate_1,F3,93.033
,,,plate_7,RFP_2_plate_1,F4,29.284
,,,plate_7,RFP_2_plate_1,F5,363.024
,,,plate_7,RFP_2_plate_1,F6,376.115
,,,plate_7,RFP_2_plate_1,F7,307.086
,,,plate_7,RFP_2_plate_1,F8,3.434
,,,plate_7,RFP_2_plate_1,F9,3.616
,,,plate_7,RFP_2_plate_1,F10,3.97
,,,plate_7,RFP_2_plate_1,F11,3.44
,,,plate_7,RFP_2_plate_1,F12,3.884
,,,plate_7,RFP_2_plate_1,G1,21.089
,,,plate_7,RFP_2_plate_1,G2,104.049
,,,plate_7,RFP_2_plate_1,G3,90.852
,,,plate_7,RFP_2_plate_1,G4,326.887
,,,plate_7,RFP_2_plate_1,G5,369.697
,,,plate_7,RFP_2_plate_1,G6,392.103
,,,plate_7,RFP_2_plate_1,G7,308.988
,,,plate_7,RFP_2_plate_1,G8,3.728
,,,plate_7,RFP_2_plate_1,G9,3.649
,,,plate_7,RFP_2_plate_1,G10,3.684
,,,plate_7,RFP_2_plate_1,G11,4.002
,,,plate_7,RFP_2_plate_1,G12,3.194
,,,plate_7,RFP_2_plate_1,H1,19.279
,,,plate_7,RFP_2_plate_1,H2,49.814
,,,plate_7,RFP_2_plate_1,H3,129.273
,,,plate_7,RFP_2_plate_1,H4,94.985
,,,plate_7,RFP_2_plate_1,H5,398.42
,,,plate_7,RFP_2_plate_1,H6,438.55
,,,plate_7,RFP_2_plate_1,H7,379.827
,,,plate_7,RFP_2_plate_1,H8,313.943
,,,plate_7,RFP_2_plate_1,H9,4.028
,,,plate_7,RFP_2_plate_1,H10,3.579
,,,plate_7,RFP_2_plate_1,H11,3.295
,,,plate_7,RFP_2_plate_1,H12,3.061
Bio_1,dil_10^-2,C3,plate_8,RFP_3_plate_1,A1,19.34
,,,plate_8,RFP_3_plate_1,A2,101.096
,,,plate_8,RFP_3_plate_1,A3,409.092
,,,plate_8,RFP_3_plate_1,A4,353.781
,,,plate_8,RFP_3_plate_1,A5,435.353
,,,plate_8,RFP_3_plate_1,A6,469.117
,,,plate_8,RFP_3_plate_1,A7,397.598
,,,plate_8,RFP_3_plate_1,A8,3.314
,,,plate_8,RFP_3_plate_1,A9,3.672
,,,plate_8,RFP_3_plate_1,A10,3.865
,,,plate_8,RFP_3_plate_1,A11,4.118
,,,plate_8,RFP_3_plate_1,A12,3.517
,,,plate_8,RFP_3_plate_1,B1,23.284
,,,plate_8,RFP_3_plate_1,B2,84.616
,,,plate_8,RFP_3_plate_1,B3,325.403
,,,plate_8,RFP_3_plate_1,B4,326.724
,,,plate_8,RFP_3_plate_1,B5,384.334
,,,plate_8,RFP_3_plate_1,B6,432.065
,,,plate_8,RFP_3_plate_1,B7,347.85
,,,plate_8,RFP_3_plate_1,B8,3.625
,,,plate_8,RFP_3_plate_1,B9,3.729
,,,plate_8,RFP_3_plate_1,B10,3.877
,,,plate_8,RFP_3_plate_1,B11,4.008
,,,plate_8,RFP_3_plate_1,B12,3.695
,,,plate_8,RFP_3_plate_1,C1,24.329
,,,plate_8,RFP_3_plate_1,C2,105.084
,,,plate_8,RFP_3_plate_1,C3,301.093
,,,plate_8,RFP_3_plate_1,C4,218.427
,,,plate_8,RFP_3_plate_1,C5,385.121
,,,plate_8,RFP_3_plate_1,C6,422.169
,,,plate_8,RFP_3_plate_1,C7,3.785
,,,plate_8,RFP_3_plate_1,C8,4.024
,,,plate_8,RFP_3_plate_1,C9,267.892
,,,plate_8,RFP_3_plate_1,C10,3.717
,,,plate_8,RFP_3_plate_1,C11,3.629
,,,plate_8,RFP_3_plate_1,C12,4.15
,,,plate_8,RFP_3_plate_1,D1,24.285
,,,plate_8,RFP_3_plate_1,D2,61.606
,,,plate_8,RFP_3_plate_1,D3,305.36
,,,plate_8,RFP_3_plate_1,D4,321.552
,,,plate_8,RFP_3_plate_1,D5,383.931
,,,plate_8,RFP_3_plate_1,D6,428.682
,,,plate_8,RFP_3_plate_1,D7,333.986
,,,plate_8,RFP_3_plate_1,D8,3.952
,,,plate_8,RFP_3_plate_1,D9,4.21
,,,plate_8,RFP_3_plate_1,D10,3.383
,,,plate_8,RFP_3_plate_1,D11,4.15
,,,plate_8,RFP_3_plate_1,D12,4.286
,,,plate_8,RFP_3_plate_1,E1,22.934
,,,plate_8,RFP_3_plate_1,E2,120.256
,,,plate_8,RFP_3_plate_1,E3,233.419
,,,plate_8,RFP_3_plate_1,E4,312.602
,,,plate_8,RFP_3_plate_1,E5,385.647
,,,plate_8,RFP_3_plate_1,E6,420.217
,,,plate_8,RFP_3_plate_1,E7,3.5
,,,plate_8,RFP_3_plate_1,E8,3.603
,,,plate_8,RFP_3_plate_1,E9,3.791
,,,plate_8,RFP_3_plate_1,E10,4.074
,,,plate_8,RFP_3_plate_1,E11,3.359
,,,plate_8,RFP_3_plate_1,E12,4.13
,,,plate_8,RFP_3_plate_1,F1,24.026
,,,plate_8,RFP_3_plate_1,F2,109.59
,,,plate_8,RFP_3_plate_1,F3,301.925
,,,plate_8,RFP_3_plate_1,F4,321.12
,,,plate_8,RFP_3_plate_1,F5,399.588
,,,plate_8,RFP_3_plate_1,F6,426.443
,,,plate_8,RFP_3_plate_1,F7,336.656
,,,plate_8,RFP_3_plate_1,F8,3.774
,,,plate_8,RFP_3_plate_1,F9,3.362
,,,plate_8,RFP_3_plate_1,F10,3.365
,,,plate_8,RFP_3_plate_1,F11,3.99
,,,plate_8,RFP_3_plate_1,F12,3.639
,,,plate_8,RFP_3_plate_1,G1,22.802
,,,plate_8,RFP_3_plate_1,G2,82.078
,,,plate_8,RFP_3_plate_1,G3,320.497
,,,plate_8,RFP_3_plate_1,G4,345.35
,,,plate_8,RFP_3_plate_1,G5,397.986
,,,plate_8,RFP_3_plate_1,G6,438.052
,,,plate_8,RFP_3_plate_1,G7,377.429
,,,plate_8,RFP_3_plate_1,G8,369.525
,,,plate_8,RFP_3_plate_1,G9,4.103
,,,plate_8,RFP_3_plate_1,G10,3.631
,,,plate_8,RFP_3_plate_1,G11,3.84
,,,plate_8,RFP_3_plate_1,G12,4.657
,,,plate_8,RFP_3_plate_1,H1,17.343
,,,plate_8,RFP_3_plate_1,H2,72.02
,,,plate_8,RFP_3_plate_1,H3,392.739
,,,plate_8,RFP_3_plate_1,H4,337.033
,,,plate_8,RFP_3_plate_1,H5,417.149
,,,plate_8,RFP_3_plate_1,H6,474.858
,,,plate_8,RFP_3_plate_1,H7,330.73
,,,plate_8,RFP_3_plate_1,H8,362.603
,,,plate_8,RFP_3_plate_1,H9,3.545
,,,plate_8,RFP_3_plate_1,H10,3.397
,,,plate_8,RFP_3_plate_1,H11,3.558
,,,plate_8,RFP_3_plate_1,H12,3.966
Bio_1,dil_10^-3,D1,plate_9,RFP_1_plate_1_shaking,A1,18.111
,,,plate_9,RFP_1_plate_1_shaking,A2,158.745
,,,plate_9,RFP_1_plate_1_shaking,A3,49.461
,,,plate_9,RFP_1_plate_1_shaking,A4,303.052
,,,plate_9,RFP_1_plate_1_shaking,A5,228.185
,,,plate_9,RFP_1_plate_1_shaking,A6,386.085
,,,plate_9,RFP_1_plate_1_shaking,A7,3.983
,,,plate_9,RFP_1_plate_1_shaking,A8,3.468
,,,plate_9,RFP_1_plate_1_shaking,A9,3.492
,,,plate_9,RFP_1_plate_1_shaking,A10,3.723
,,,plate_9,RFP_1_plate_1_shaking,A11,3.69
,,,plate_9,RFP_1_plate_1_shaking,A12,4.427
,,,plate_9,RFP_1_plate_1_shaking,B1,18.44
,,,plate_9,RFP_1_plate_1_shaking,B2,44.056
,,,plate_9,RFP_1_plate_1_shaking,B3,52.883
,,,plate_9,RFP_1_plate_1_shaking,B4,271.356
,,,plate_9,RFP_1_plate_1_shaking,B5,351.06
,,,plate_9,RFP_1_plate_1_shaking,B6,298.509
,,,plate_9,RFP_1_plate_1_shaking,B7,3.86
,,,plate_9,RFP_1_plate_1_shaking,B8,3.994
,,,plate_9,RFP_1_plate_1_shaking,B9,4.275
,,,plate_9,RFP_1_plate_1_shaking,B10,3.761
,,,plate_9,RFP_1_plate_1_shaking,B11,3.798
,,,plate_9,RFP_1_plate_1_shaking,B12,4.435
,,,plate_9,RFP_1_plate_1_shaking,C1,13.915
,,,plate_9,RFP_1_plate_1_shaking,C2,148.704
,,,plate_9,RFP_1_plate_1_shaking,C3,221.819
,,,plate_9,RFP_1_plate_1_shaking,C4,312.901
,,,plate_9,RFP_1_plate_1_shaking,C5,347.397
,,,plate_9,RFP_1_plate_1_shaking,C6,20.03
,,,plate_9,RFP_1_plate_1_shaking,C7,4.096
,,,plate_9,RFP_1_plate_1_shaking,C8,3.728
,,,plate_9,RFP_1_plate_1_shaking,C9,4.675
,,,plate_9,RFP_1_plate_1_shaking,C10,3.605
,,,plate_9,RFP_1_plate_1_shaking,C11,4.164
,,,plate_9,RFP_1_plate_1_shaking,C12,4.352
,,,plate_9,RFP_1_plate_1_shaking,D1,13.844
,,,plate_9,RFP_1_plate_1_shaking,D2,44.617
,,,plate_9,RFP_1_plate_1_shaking,D3,231.545
,,,plate_9,RFP_1_plate_1_shaking,D4,323.089
,,,plate_9,RFP_1_plate_1_shaking,D5,194.064
,,,plate_9,RFP_1_plate_1_shaking,D6,308.781
,,,plate_9,RFP_1_plate_1_shaking,D7,4.415
,,,plate_9,RFP_1_plate_1_shaking,D8,3.891
,,,plate_9,RFP_1_plate_1_shaking,D9,4.417
,,,plate_9,RFP_1_plate_1_shaking,D10,4.158
,,,plate_9,RFP_1_plate_1_shaking,D11,3.439
,,,plate_9,RFP_1_plate_1_shaking,D12,4.292
,,,plate_9,RFP_1_plate_1_shaking,E1,14.805
,,,plate_9,RFP_1_plate_1_shaking,E2,99.757
,,,plate_9,RFP_1_plate_1_shaking,E3,211.844
,,,plate_9,RFP_1_plate_1_shaking,E4,341.392
,,,plate_9,RFP_1_plate_1_shaking,E5,326.16
,,,plate_9,RFP_1_plate_1_shaking,E6,351.276
,,,plate_9,RFP_1_plate_1_shaking,E7,4.152
,,,plate_9,RFP_1_plate_1_shaking,E8,3.25
,,,plate_9,RFP_1_plate_1_shaking,E9,3.915
,,,plate_9,RFP_1_plate_1_shaking,E10,4.09
,,,plate_9,RFP_1_plate_1_shaking,E11,4.243
,,,plate_9,RFP_1_plate_1_shaking,E12,4.037
,,,plate_9,RFP_1_plate_1_shaking,F1,17.019
,,,plate_9,RFP_1_plate_1_shaking,F2,93.608
,,,plate_9,RFP_1_plate_1_shaking,F3,204.413
,,,plate_9,RFP_1_plate_1_shaking,F4,339.018
,,,plate_9,RFP_1_plate_1_shaking,F5,223.287
,,,plate_9,RFP_1_plate_1_shaking,F6,337.225
,,,plate_9,RFP_1_plate_1_shaking,F7,3.843
,,,plate_9,RFP_1_plate_1_shaking,F8,4.127
,,,plate_9,RFP_1_plate_1_shaking,F9,4.851
,,,plate_9,RFP_1_plate_1_shaking,F10,4.769
,,,plate_9,RFP_1_plate_1_shaking,F11,3.92
,,,plate_9,RFP_1_plate_1_shaking,F12,3.802
,,,plate_9,RFP_1_plate_1_shaking,G1,24.279
,,,plate_9,RFP_1_plate_1_shaking,G2,80.375
,,,plate_9,RFP_1_plate_1_shaking,G3,38.316
,,,plate_9,RFP_1_plate_1_shaking,G4,282.089
,,,plate_9,RFP_1_plate_1_shaking,G5,410.632
,,,plate_9,RFP_1_plate_1_shaking,G6,4.448
,,,plate_9,RFP_1_plate_1_shaking,G7,4.895
,,,plate_9,RFP_1_plate_1_shaking,G8,4.157
,,,plate_9,RFP_1_plate_1_shaking,G9,3.979
,,,plate_9,RFP_1_plate_1_shaking,G10,4.634
,,,plate_9,RFP_1_plate_1_shaking,G11,3.973
,,,plate_9,RFP_1_plate_1_shaking,G12,4.497
,,,plate_9,RFP_1_plate_1_shaking,H1,19.026
,,,plate_9,RFP_1_plate_1_shaking,H2,19.58
,,,plate_9,RFP_1_plate_1_shaking,H3,193.721
,,,plate_9,RFP_1_plate_1_shaking,H4,302.431
,,,plate_9,RFP_1_plate_1_shaking,H5,389.96
,,,plate_9,RFP_1_plate_1_shaking,H6,383.303
,,,plate_9,RFP_1_plate_1_shaking,H7,4.649
,,,plate_9,RFP_1_plate_1_shaking,H8,3.837
,,,plate_9,RFP_1_plate_1_shaking,H9,3.881
,,,plate_9,RFP_1_plate_1_shaking,H10,3.805
,,,plate_9,RFP_1_plate_1_shaking,H11,4.085
,,,plate_9,RFP_1_plate_1_shaking,H12,4.566
Bio_1,dil_10^-3,D2,plate_10,RFP_2_plate_1,A1,20.177
,,,plate_10,RFP_2_plate_1,A2,59.616
,,,plate_10,RFP_2_plate_1,A3,339.267
,,,plate_10,RFP_2_plate_1,A4,262.13
,,,plate_10,RFP_2_plate_1,A5,385.032
,,,plate_10,RFP_2_plate_1,A6,2.949
,,,plate_10,RFP_2_plate_1,A7,4.006
,,,plate_10,RFP_2_plate_1,A8,3.575
,,,plate_10,RFP_2_plate_1,A9,3.586
,,,plate_10,RFP_2_plate_1,A10,4.061
,,,plate_10,RFP_2_plate_1,A11,4.559
,,,plate_10,RFP_2_plate_1,A12,3.606
,,,plate_10,RFP_2_plate_1,B1,20.654
,,,plate_10,RFP_2_plate_1,B2,62.183
,,,plate_10,RFP_2_plate_1,B3,68.122
,,,plate_10,RFP_2_plate_1,B4,7.472
,,,plate_10,RFP_2_plate_1,B5,414.093
,,,plate_10,RFP_2_plate_1,B6,204.789
,,,plate_10,RFP_2_plate_1,B7,3.327
,,,plate_10,RFP_2_plate_1,B8,3.448
,,,plate_10,RFP_2_plate_1,B9,3.287
,,,plate_10,RFP_2_plate_1,B10,3.712
,,,plate_10,RFP_2_plate_1,B11,3.518
,,,plate_10,RFP_2_plate_1,B12,3.757
,,,plate_10,RFP_2_plate_1,C1,20.541
,,,plate_10,RFP_2_plate_1,C2,33.891
,,,plate_10,RFP_2_plate_1,C3,53.725
,,,plate_10,RFP_2_plate_1,C4,268.136
,,,plate_10,RFP_2_plate_1,C5,192.214
,,,plate_10,RFP_2_plate_1,C6,317.807
,,,plate_10,RFP_2_plate_1,C7,3.284
,,,plate_10,RFP_2_plate_1,C8,5.008
,,,plate_10,RFP_2_plate_1,C9,3.882
,,,plate_10,RFP_2_plate_1,C10,3.597
,,,plate_10,RFP_2_plate_1,C11,3.519
,,,plate_10,RFP_2_plate_1,C12,3.813
,,,plate_10,RFP_2_plate_1,D1,18.208
,,,plate_10,RFP_2_plate_1,D2,41.013
,,,plate_10,RFP_2_plate_1,D3,299.594
,,,plate_10,RFP_2_plate_1,D4,304.248
,,,plate_10,RFP_2_plate_1,D5,295.382
,,,plate_10,RFP_2_plate_1,D6,255.265
,,,plate_10,RFP_2_plate_1,D7,295.314
